,0,1
0,8.0,4.733526992595216e-08
1,7.979366302490234,0.020633725449442863
2,7.994215488433838,0.005784325301647186
3,1.951021432876587,0.048978567123413086
4,2.3381007313728333,0.6618994474411011
5,5.997977256774902,0.0020224947365932167
6,5.583598852157593,0.4164014607667923
7,6.953691780567169,0.046308454126119614
8,3.46283221244812,0.5371678471565247
9,5.99947714805603,0.0005230696115177125
10,8.0,5.391616397787402e-08
11,2.9999788999557495,2.0964476789231412e-05
12,2.767303705215454,0.23269616067409515
13,4.99970018863678,0.0003000218748638872
14,2.276382565498352,0.7236173897981644
15,7.994015216827393,0.005984560586512089
16,2.0,3.6336378350654286e-09
17,6.999989986419678,1.0108999276781105e-05
18,3.9999632835388184,3.690979065140709e-05
19,2.998588442802429,0.0014117148821242154
20,3.999999523162842,5.60002376914781e-07
21,7.997164726257324,0.002835386898368597
22,4.987714886665344,0.012285466073080897
23,4.989254474639893,0.01074551371857524
24,4.9987998604774475,0.0012002525181742385
25,4.370543956756592,3.629456043243408
26,6.999860644340515,0.00013894442417949904
27,1.9999868869781494,1.3036911695962772e-05
28,6.842056632041931,0.1579434722661972
29,3.9999985694885254,1.5511576521021198e-06
30,5.958731532096863,0.041268233209848404
31,6.9988768100738525,0.0011232669348828495
32,5.997805595397949,0.0021943464525975287
33,3.999999523162842,6.885414336466056e-07
34,1.9999926090240479,7.4277691055613104e-06
35,1.995330810546875,0.004669121000915766
36,4.387091100215912,0.6129089742898941
37,7.99997615814209,2.3860769942984916e-05
38,6.999989986419678,9.940292784449412e-06
39,1.9912105798721313,0.00878930650651455
40,2.172853946685791,0.827146053314209
41,6.993903815746307,0.006096631637774408
42,1.2876921892166138,2.712307929992676
43,4.999483823776245,0.0005163273090147413
44,1.9758259057998657,0.02417406439781189
45,2.964676022529602,0.03532399144023657
46,5.614333748817444,0.385666161775589
47,3.7056371569633484,1.2943626940250397
48,5.8618483543396,0.1381516456604004
49,3.532979726791382,0.46702033281326294
50,6.30896782875061,0.6910321712493896
51,5.9984132051467896,0.0015870030038058758
52,1.8808905224432237e-05,1.999981164932251
53,0.19018009305000305,4.809820055961609
54,0.5054283887147903,4.494571387767792
55,0.00022655961220152676,5.999773263931274
56,3.410316228866577,4.589683532714844
57,0.044603520072996616,4.955396354198456
58,0.00013668379688169807,3.9998631477355957
59,0.0002134099486283958,1.999786615371704
60,0.00041284688632003963,1.9995871782302856
61,0.0007112198509275913,3.99928879737854
62,0.02199125476181507,7.97800874710083
63,0.4799033850431442,5.520096302032471
64,0.06987674534320831,7.9301228523254395
65,2.7473142743110657,2.2526854276657104
66,3.0182474802131765e-05,5.999969959259033
67,4.691157300840132e-05,1.999953031539917
68,0.8861090540885925,2.113890767097473
69,0.010047507472336292,3.989952564239502
70,0.010295217856764793,7.9897050857543945
71,0.021442348137497902,6.978557586669922
72,0.19502577185630798,7.804974555969238
73,0.0016672339261276647,6.998333156108856
74,0.048712003510445356,6.951288104057312
75,0.32507389783859253,5.674926280975342
76,0.0036167483776807785,1.9963833093643188
77,1.5398075431585312,5.460192561149597
78,0.3209730461239815,2.6790268421173096
79,0.08011777698993683,3.919882297515869
80,0.45479629933834076,5.545203924179077
81,0.003080204129219055,2.9969197511672974
82,0.3805525079369545,6.619447231292725
83,0.16460470855236053,4.8353952169418335
84,7.12555456161499,0.8744454383850098
85,0.05688258446753025,2.9431174993515015
86,0.824375331401825,1.1756246089935303
87,1.8032364096143283e-05,3.9999818801879883
88,1.473706215620041,3.526293933391571
89,0.7048535346984863,3.2951467037200928
90,0.13052688539028168,2.8694729804992676
91,0.17388183251023293,2.8261181116104126
